age,salary,monthly_expenses,savings,debt,dependents,investment_horizon,risk_score,savings_rate,emergency_fund_months,debt_to_income,profile
62,125703,8351.22,5452,106775,0,27,5,0.203,0.65,0.849,Conservative
57,40229,1721.13,324370,25759,0,32,9,0.487,188.46,0.64,Aggressive
56,72587,2828.15,382379,87000,2,18,2,0.532,135.2,1.199,Conservative
66,69713,4164.15,303254,60943,4,18,5,0.283,72.83,0.874,Conservative
70,178069,10664.49,229901,85862,0,22,7,0.281,21.56,0.482,Balanced
40,41101,2896.33,86967,110475,0,17,8,0.154,30.03,2.688,Balanced
64,60391,1805.54,133725,76069,1,25,5,0.641,74.06,1.26,Balanced
49,226935,15491.57,94947,143230,0,26,9,0.181,6.13,0.631,Balanced
69,92723,4918.58,401735,128979,0,5,3,0.363,81.68,1.391,Conservative
64,246293,14197.07,479125,106446,3,9,8,0.308,33.75,0.432,Balanced
50,210477,7020.36,369471,37711,0,24,9,0.6,52.63,0.179,Aggressive
74,186020,9114.02,97667,82688,3,7,7,0.412,10.72,0.445,Balanced
63,120264,4760.61,391534,30772,4,20,5,0.525,82.24,0.256,Balanced
22,204103,8331.21,300573,27307,1,8,9,0.51,36.08,0.134,Aggressive
60,57921,3027.59,410744,136238,0,19,8,0.373,135.67,2.352,Balanced
65,223643,14850.84,297264,123890,1,35,8,0.203,20.02,0.554,Balanced
51,228079,14427.51,237599,7589,1,25,6,0.241,16.47,0.033,Balanced
57,48460,2726.08,119318,131536,1,17,2,0.325,43.77,2.714,Conservative
28,172143,9276.79,126303,2600,2,39,4,0.353,13.61,0.015,Aggressive
67,217190,10588.34,442190,131988,3,25,1,0.415,41.76,0.608,Conservative
20,199354,14702.2,11123,137198,1,35,10,0.115,0.76,0.688,Balanced
50,111725,6127.24,86004,138223,4,39,5,0.342,14.04,1.237,Balanced
28,78445,3201.09,4309,77196,0,39,10,0.51,1.35,0.984,Balanced
33,232139,9218.82,124190,131137,1,2,1,0.523,13.47,0.565,Conservative
35,102208,5844.97,493331,91837,1,16,6,0.314,84.4,0.899,Balanced
47,205888,10938.75,93407,78424,0,14,10,0.362,8.54,0.381,Aggressive
65,126283,3727.81,182618,138265,4,29,8,0.646,48.99,1.095,Balanced
72,105779,7109.55,110002,119259,1,39,10,0.193,15.47,1.127,Balanced
27,23060,1416.78,325140,76537,1,2,1,0.263,229.49,3.319,Conservative
35,145806,8675.53,236114,61434,4,10,6,0.286,27.22,0.421,Balanced
55,33731,1090.16,163311,140150,1,2,4,0.612,149.81,4.155,Conservative
36,97830,4476.79,447168,56125,4,27,9,0.451,99.89,0.574,Aggressive
53,135871,9787.92,204896,52960,1,13,8,0.136,20.93,0.39,Balanced
30,40719,2797.48,400693,61521,0,2,4,0.176,143.23,1.511,Conservative
73,198114,8371.12,252433,89485,4,14,2,0.493,30.16,0.452,Conservative
63,69116,2513.42,236285,24245,0,17,6,0.564,94.01,0.351,Balanced
20,46325,2304.66,166410,32811,0,38,3,0.403,72.21,0.708,Balanced
27,173669,7897.69,461908,135777,1,36,1,0.454,58.49,0.782,Balanced
55,218511,13205.79,135706,149344,4,34,7,0.275,10.28,0.683,Conservative
18,34551,2538.17,184992,31834,2,29,4,0.118,72.88,0.921,Balanced
72,113287,5189.02,292075,81548,0,23,9,0.45,56.29,0.72,Balanced
73,44278,1417.72,252270,61236,0,23,10,0.616,177.94,1.383,Balanced
44,242261,17032.72,200592,48937,0,16,10,0.156,11.78,0.202,Aggressive
63,35141,1086.07,50065,6842,1,7,3,0.629,46.1,0.195,Conservative
25,87913,6403.15,450709,139373,1,1,10,0.126,70.39,1.585,Balanced
68,53615,3196.88,451751,102862,0,19,10,0.284,141.31,1.919,Balanced
63,142058,10274.69,309956,25090,1,33,10,0.132,30.17,0.177,Aggressive
59,213823,8193.21,111113,122408,1,34,1,0.54,13.56,0.572,Balanced
34,132684,4117.46,301560,8828,1,1,2,0.628,73.24,0.067,Balanced
26,47452,2445.82,486526,52480,3,12,4,0.381,198.92,1.106,Balanced
23,173797,8658.61,152265,103616,4,25,7,0.402,17.59,0.596,Aggressive
60,70391,3122.55,170131,98373,1,23,8,0.468,54.48,1.398,Balanced
42,140288,10249.34,345483,145504,3,25,4,0.123,33.71,1.037,Balanced
56,226132,15121.09,312702,93911,3,31,3,0.198,20.68,0.415,Conservative
66,133535,7943.89,216702,10042,1,24,10,0.286,27.28,0.075,Aggressive
45,162770,5962.43,216211,11070,3,10,9,0.56,36.26,0.068,Aggressive
50,106711,6703.92,405574,77080,2,2,8,0.246,60.5,0.722,Conservative
71,97850,6114.46,474254,118665,3,33,6,0.25,77.56,1.213,Conservative
54,129733,6311.38,464147,122188,4,37,9,0.416,73.54,0.942,Balanced
26,22365,1600.28,43824,73595,3,23,8,0.141,27.39,3.291,Aggressive
35,248625,9154.33,443660,18018,1,2,7,0.558,48.46,0.072,Balanced
73,117662,4873.52,91187,14093,0,4,6,0.503,18.71,0.12,Balanced
38,63372,2031.99,469171,109972,2,23,10,0.615,230.89,1.735,Aggressive
19,64134,4208.78,175759,68079,3,38,3,0.213,41.76,1.062,Conservative
60,57823,3334.3,481179,16118,2,23,6,0.308,144.31,0.279,Balanced
55,91158,3974.62,28647,72889,4,12,4,0.477,7.21,0.8,Balanced
57,116076,4257.06,78414,13349,3,24,5,0.56,18.42,0.115,Balanced
53,153021,4744.69,495745,66304,3,29,7,0.628,104.48,0.433,Balanced
67,69396,2554.41,385523,14163,2,28,7,0.558,150.92,0.204,Balanced
60,128336,6409.38,480797,15095,3,15,9,0.401,75.01,0.118,Aggressive
54,51912,2102.21,259308,120452,3,10,9,0.514,123.35,2.32,Balanced
32,76947,3157.65,341237,66527,0,34,6,0.508,108.07,0.865,Balanced
45,248769,17239.01,395076,42988,2,29,6,0.168,22.92,0.173,Balanced
35,64387,3398.16,2548,58873,1,31,2,0.367,0.75,0.914,Conservative
51,215037,13459.32,432736,135224,1,23,8,0.249,32.15,0.629,Balanced
39,36508,1124.57,44435,49663,4,18,3,0.63,39.51,1.36,Conservative
28,65592,3010.89,154054,93431,0,7,1,0.449,51.17,1.424,Balanced
74,129249,6608.32,118384,92263,2,27,4,0.386,17.91,0.714,Balanced
30,21919,826.58,353843,66270,2,9,5,0.547,428.08,3.023,Balanced
21,62595,2170.51,164545,71214,0,20,3,0.584,75.81,1.138,Balanced
39,160689,11096.47,110482,94317,0,21,7,0.171,9.96,0.587,Balanced
24,226340,16347.17,408901,13060,4,28,5,0.133,25.01,0.058,Aggressive
60,53298,1747.04,413415,75558,1,3,10,0.607,236.64,1.418,Balanced
71,158001,7135.86,56385,83779,2,10,5,0.458,7.9,0.53,Balanced
41,34456,2518.32,435298,916,0,17,6,0.123,172.85,0.027,Balanced
21,129599,4273.95,280705,109130,2,35,6,0.604,65.68,0.842,Aggressive
45,106676,6258.35,77515,58581,1,21,9,0.296,12.39,0.549,Aggressive
32,103721,7647.02,110008,92272,2,9,3,0.115,14.39,0.89,Conservative
18,57924,4286.49,118200,1335,2,17,8,0.112,27.58,0.023,Aggressive
72,44240,2245.82,176169,92728,0,32,7,0.391,78.44,2.096,Balanced
20,107381,3932.94,142464,125823,0,38,9,0.56,36.22,1.172,Aggressive
31,29228,1123.2,286575,62564,0,28,5,0.539,255.14,2.141,Balanced
55,41686,2915.52,100675,10892,1,18,7,0.161,34.53,0.261,Balanced
67,31920,2264.79,287298,25524,3,6,8,0.149,126.85,0.8,Conservative
74,27432,1564.39,88978,65837,1,6,9,0.316,56.88,2.4,Balanced
18,214647,13798.17,190392,145975,0,17,8,0.229,13.8,0.68,Aggressive
55,130507,8232.41,259720,92700,4,10,2,0.243,31.55,0.71,Conservative
55,150509,8955.31,54386,101005,2,2,6,0.286,6.07,0.671,Conservative
38,91725,6153.24,383121,120902,2,33,4,0.195,62.26,1.318,Balanced
65,244647,14820.99,335114,71180,2,25,4,0.273,22.61,0.291,Balanced
46,184982,9922.76,488985,5520,2,38,9,0.356,49.28,0.03,Aggressive
22,141764,5674.41,216720,33436,4,1,7,0.52,38.19,0.236,Balanced
66,181298,11469.19,494355,2128,0,16,6,0.241,43.1,0.012,Balanced
27,224222,11405.25,491107,82137,3,26,2,0.39,43.06,0.366,Balanced
45,79099,3375.78,362673,60275,2,12,1,0.488,107.43,0.762,Conservative
38,132557,8738.49,206414,140012,3,9,10,0.209,23.62,1.056,Balanced
67,106760,6522.97,235861,102524,1,13,4,0.267,36.16,0.96,Conservative
24,38013,2741.8,327968,84541,1,7,9,0.134,119.62,2.224,Balanced
20,41446,1523.12,368164,97238,2,1,4,0.559,241.72,2.346,Balanced
62,125209,7377.46,475796,107447,0,31,2,0.293,64.49,0.858,Conservative
64,221447,8937.82,65527,100185,4,35,8,0.516,7.33,0.452,Aggressive
37,213581,15074.74,1925,116120,2,24,6,0.153,0.13,0.544,Balanced
36,122261,4123.5,133305,9968,1,3,1,0.595,32.33,0.082,Balanced
52,115739,6856.47,176947,80634,1,19,4,0.289,25.81,0.697,Conservative
21,20557,1344.94,64911,121865,3,4,10,0.215,48.26,5.928,Balanced
22,181738,8257.04,273247,74426,4,28,5,0.455,33.09,0.41,Aggressive
18,188461,13738.43,274796,125848,2,30,1,0.125,20.0,0.668,Balanced
21,198772,13548.0,409517,147915,0,36,2,0.182,30.23,0.744,Balanced
29,150878,6437.97,478158,91196,3,4,9,0.488,74.27,0.604,Balanced
44,119143,3516.18,318962,24875,4,23,1,0.646,90.71,0.209,Balanced
73,44578,1906.31,488689,59888,3,11,8,0.487,256.35,1.343,Balanced
59,94779,3986.41,410701,24525,0,4,9,0.495,103.03,0.259,Balanced
40,160668,11239.8,224043,103679,1,11,2,0.161,19.93,0.645,Conservative
42,77500,5695.71,108551,52604,2,24,2,0.118,19.06,0.679,Conservative
38,92534,2997.65,283712,136997,2,20,7,0.611,94.64,1.481,Balanced
69,30129,1529.58,276175,24789,0,17,10,0.391,180.56,0.823,Balanced
41,214466,11645.19,374933,147987,2,13,9,0.348,32.2,0.69,Aggressive
42,217118,7257.19,296932,2917,2,17,10,0.599,40.92,0.013,Aggressive
62,31596,1468.22,101194,128575,3,15,9,0.442,68.92,4.069,Balanced
72,85355,3729.98,222589,101923,0,4,3,0.476,59.68,1.194,Conservative
63,32974,1771.89,354406,59328,3,18,7,0.355,200.02,1.799,Conservative
49,217745,12949.57,460369,59602,2,9,6,0.286,35.55,0.274,Balanced
72,132004,8106.33,98697,10410,4,3,8,0.263,12.18,0.079,Balanced
49,146794,5201.59,433784,13574,4,27,8,0.575,83.39,0.092,Aggressive
22,244505,16241.68,239592,97057,3,18,8,0.203,14.75,0.397,Aggressive
53,90202,5436.16,144031,59453,1,17,8,0.277,26.49,0.659,Balanced
63,94442,6603.0,218213,101364,1,10,10,0.161,33.05,1.073,Balanced
59,172890,8603.22,104945,124488,0,37,6,0.403,12.2,0.72,Balanced
66,194318,13628.81,478716,145898,4,29,9,0.158,35.13,0.751,Balanced
59,75598,5204.77,426270,113535,4,5,5,0.174,81.9,1.502,Conservative
56,153726,7572.61,106743,30779,3,6,4,0.409,14.1,0.2,Balanced
33,53758,2507.04,70813,12607,2,35,7,0.44,28.25,0.235,Aggressive
50,44204,3179.18,259892,45883,0,5,3,0.137,81.75,1.038,Conservative
66,147309,9125.06,253525,1100,3,15,8,0.257,27.78,0.007,Balanced
38,186000,13338.29,208540,8310,1,27,8,0.139,15.63,0.045,Aggressive
26,204681,13446.45,407987,38069,2,39,5,0.212,30.34,0.186,Aggressive
23,50552,2886.16,389930,47740,0,33,10,0.315,135.1,0.944,Aggressive
68,161408,5564.8,266445,116888,2,24,8,0.586,47.88,0.724,Balanced
62,67037,2850.83,335237,9233,1,21,3,0.49,117.59,0.138,Balanced
52,167278,12306.97,420227,131568,3,2,3,0.117,34.15,0.787,Conservative
56,54831,2401.97,204618,95979,3,19,4,0.474,85.19,1.75,Balanced
39,63563,2125.6,336279,135246,4,18,9,0.599,158.2,2.128,Aggressive
58,38361,2362.89,81229,146170,3,10,5,0.261,34.38,3.81,Conservative
71,61335,3852.36,317877,56121,4,37,6,0.246,82.51,0.915,Conservative
22,94469,3991.33,282655,109628,3,23,4,0.493,70.82,1.16,Balanced
59,45816,1961.38,194535,34421,0,1,9,0.486,99.18,0.751,Balanced
40,166691,8444.17,311544,124586,1,6,4,0.392,36.89,0.747,Balanced
34,112479,3392.97,414480,46567,2,1,3,0.638,122.16,0.414,Conservative
29,46819,3059.34,251639,82163,1,18,2,0.216,82.25,1.755,Conservative
40,162813,7114.91,183266,149711,1,27,3,0.476,25.76,0.92,Balanced
33,142330,9720.78,463702,72535,4,38,1,0.18,47.7,0.51,Balanced
20,28798,1899.34,80585,6073,4,17,8,0.209,42.43,0.211,Aggressive
47,176215,10481.43,400676,106534,0,26,1,0.286,38.23,0.605,Conservative
74,69695,3070.54,17083,88541,2,13,6,0.471,5.56,1.27,Conservative
39,183819,9711.37,130783,83535,3,10,2,0.366,13.47,0.454,Balanced
26,149544,7410.6,335176,19,3,38,3,0.405,45.23,0.0,Balanced
46,172254,7699.54,215675,14160,1,26,9,0.464,28.01,0.082,Aggressive
64,29415,2001.38,276845,32398,0,31,9,0.184,138.33,1.101,Balanced
54,162157,8323.1,202151,61651,2,23,6,0.384,24.29,0.38,Balanced
40,166080,11182.69,322663,128171,3,20,7,0.192,28.85,0.772,Balanced
30,107638,3658.53,283064,115194,1,23,5,0.592,77.37,1.07,Balanced
49,38452,1370.06,41102,90980,0,27,7,0.572,30.0,2.366,Balanced
63,215147,15912.38,446361,113866,2,15,6,0.112,28.05,0.529,Balanced
69,159192,8931.64,184696,28566,1,38,5,0.327,20.68,0.179,Balanced
64,215457,11318.2,100656,42129,1,11,3,0.37,8.89,0.196,Balanced
65,224428,11927.15,311675,103661,0,8,2,0.362,26.13,0.462,Conservative
40,130205,5082.31,275273,49891,0,14,5,0.532,54.16,0.383,Aggressive
62,38170,2370.63,451447,9982,0,13,8,0.255,190.43,0.262,Balanced
34,36259,1198.45,29175,101359,0,22,5,0.603,24.34,2.795,Balanced
72,42099,2334.14,390296,119075,2,34,3,0.335,167.21,2.828,Conservative
57,160721,8892.2,133234,149659,0,1,10,0.336,14.98,0.931,Balanced
38,149394,10616.98,342914,53074,0,37,3,0.147,32.3,0.355,Balanced
19,246863,13153.69,8089,125277,0,32,5,0.361,0.61,0.507,Balanced
54,79258,2809.59,371598,32185,2,11,9,0.575,132.26,0.406,Aggressive
23,192109,10646.27,443080,67325,3,10,8,0.335,41.62,0.35,Aggressive
61,31805,1060.78,5155,121089,1,30,7,0.6,4.86,3.807,Balanced
35,63147,2431.62,336929,584,4,12,5,0.538,138.56,0.009,Aggressive
47,94280,2884.26,142369,117888,1,34,9,0.633,49.36,1.25,Aggressive
39,197125,10387.03,229038,130747,2,25,2,0.368,22.05,0.663,Balanced
71,126777,4188.85,7145,47323,0,36,6,0.604,1.71,0.373,Conservative
50,117841,5972.25,471147,127276,2,4,7,0.392,78.89,1.08,Conservative
47,242465,17439.69,380023,113700,3,21,7,0.137,21.79,0.469,Balanced
34,144726,8995.55,428478,109318,4,30,4,0.254,47.63,0.755,Balanced
60,148359,4853.52,310278,142957,3,38,2,0.607,63.93,0.964,Conservative
49,96215,3795.0,153004,14469,0,12,1,0.527,40.32,0.15,Balanced
59,132909,7980.24,441606,81340,2,39,1,0.279,55.34,0.612,Conservative
68,115365,8095.6,476110,103060,2,25,3,0.158,58.81,0.893,Conservative
31,30985,950.48,452827,138527,0,19,7,0.632,476.42,4.471,Balanced
27,244895,16262.01,467485,141569,0,2,5,0.203,28.75,0.578,Balanced
64,32391,1778.8,175183,66598,4,22,7,0.341,98.48,2.056,Balanced
68,24861,1347.36,491256,60698,3,30,9,0.35,364.61,2.441,Balanced
53,214654,15684.0,420387,119190,0,36,8,0.123,26.8,0.555,Aggressive
51,203000,12877.04,37260,71602,0,3,1,0.239,2.89,0.353,Conservative
26,54364,3703.84,225549,103988,3,23,4,0.182,60.9,1.913,Balanced
59,102399,4648.04,28733,131031,0,4,5,0.455,6.18,1.28,Conservative
45,248107,13540.44,431307,10914,4,28,7,0.345,31.85,0.044,Balanced
28,244402,14022.02,233393,39606,4,14,8,0.312,16.64,0.162,Aggressive
31,62923,2762.69,199376,130596,3,6,8,0.473,72.17,2.075,Balanced
56,158991,8792.69,485472,69603,1,6,4,0.336,55.21,0.438,Balanced
72,206968,8281.49,245882,119756,4,37,7,0.52,29.69,0.579,Balanced
64,105818,3781.73,312735,143387,2,7,2,0.571,82.7,1.355,Conservative
71,198468,9190.45,136010,113462,2,13,9,0.444,14.8,0.572,Aggressive
36,185912,11721.9,241377,139949,1,1,6,0.243,20.59,0.753,Conservative
71,193327,13756.87,367246,122494,4,24,4,0.146,26.7,0.634,Conservative
32,91160,4571.24,347549,23038,0,34,6,0.398,76.03,0.253,Aggressive
45,148165,8686.83,177468,125429,1,10,7,0.296,20.43,0.847,Conservative
41,159248,5396.79,354783,12869,0,6,10,0.593,65.74,0.081,Aggressive
25,53529,3780.29,11819,12058,2,4,8,0.153,3.13,0.225,Balanced
60,207478,11458.53,342902,142089,1,8,4,0.337,29.93,0.685,Conservative
26,164013,10649.72,365937,88724,4,15,9,0.221,34.36,0.541,Aggressive
64,21669,1421.02,399744,3500,2,12,6,0.213,281.31,0.162,Balanced
50,236854,9692.55,112430,124541,4,39,1,0.509,11.6,0.526,Balanced
50,137373,7338.53,111129,92162,0,6,3,0.359,15.14,0.671,Conservative
36,64859,4746.94,26440,129798,4,21,1,0.122,5.57,2.001,Conservative
20,75786,2521.77,255302,68797,1,32,6,0.601,101.24,0.908,Aggressive
27,202155,12224.94,228556,110633,0,32,6,0.274,18.7,0.547,Aggressive
57,191148,14005.5,402138,52995,1,27,7,0.121,28.71,0.277,Balanced
64,40323,1731.6,314295,133053,0,11,1,0.485,181.51,3.3,Conservative
59,26021,1786.33,253880,82567,1,22,1,0.176,142.12,3.173,Conservative
18,59807,4303.67,453364,53075,2,36,5,0.136,105.34,0.887,Balanced
46,148305,9403.74,175013,15876,1,23,5,0.239,18.61,0.107,Balanced
67,70355,2797.96,21188,133054,2,37,1,0.523,7.57,1.891,Conservative
51,133415,5933.64,439996,70791,3,23,7,0.466,74.15,0.531,Balanced
68,195804,6032.32,14972,76285,4,27,7,0.63,2.48,0.39,Conservative
30,28711,1931.53,80936,30214,0,34,6,0.193,41.9,1.052,Balanced
71,214151,14585.22,36171,94244,4,20,7,0.183,2.48,0.44,Conservative
18,27904,1623.06,192381,2019,2,15,6,0.302,118.53,0.072,Aggressive
51,84033,3808.73,335943,102978,2,4,10,0.456,88.2,1.225,Balanced
46,106478,3480.46,273604,72516,2,29,2,0.608,78.61,0.681,Conservative
65,140035,8917.68,208192,43524,1,11,5,0.236,23.35,0.311,Balanced
64,240859,15045.45,385296,140284,4,7,7,0.25,25.61,0.582,Conservative
30,206168,14636.75,124618,113518,2,11,2,0.148,8.51,0.551,Balanced
65,241666,15140.23,395790,89022,3,33,5,0.248,26.14,0.368,Balanced
66,23093,1550.66,204933,108518,2,30,3,0.194,132.16,4.699,Conservative
70,44918,2845.84,297477,20592,4,32,9,0.24,104.53,0.458,Balanced
46,223815,12997.64,222313,91931,2,37,10,0.303,17.1,0.411,Aggressive
56,213708,10415.26,36476,53848,2,13,1,0.415,3.5,0.252,Balanced
41,209878,14799.28,201782,102841,0,7,7,0.154,13.63,0.49,Balanced
43,160466,9467.93,238970,44610,2,24,10,0.292,25.24,0.278,Aggressive
34,144501,6852.9,108049,29817,4,11,4,0.431,15.77,0.206,Aggressive
24,112510,3711.97,130620,85348,0,31,5,0.604,35.19,0.759,Aggressive
30,113708,4831.53,66158,87524,0,14,1,0.49,13.69,0.77,Balanced
22,117819,6372.53,50608,142180,2,26,5,0.351,7.94,1.207,Aggressive
43,164352,6869.91,153052,140291,2,1,8,0.498,22.28,0.854,Balanced
66,56303,2213.08,312782,118237,3,6,6,0.528,141.33,2.1,Conservative
20,47453,2531.09,9943,3881,4,31,2,0.36,3.93,0.082,Balanced
24,128886,4762.35,332613,42202,4,12,2,0.557,69.84,0.327,Balanced
66,80695,5313.94,132562,56623,1,1,9,0.21,24.95,0.702,Conservative
56,219521,11276.11,254185,59434,1,6,1,0.384,22.54,0.271,Balanced
70,176837,9808.92,464808,142181,4,29,2,0.334,47.39,0.804,Conservative
18,153412,5510.82,386425,88979,2,30,8,0.569,70.12,0.58,Aggressive
66,242787,10693.09,354842,71185,0,13,6,0.471,33.18,0.293,Balanced
34,244481,11725.91,323980,59056,3,30,3,0.424,27.63,0.242,Balanced
60,58057,3843.94,253085,57937,2,12,3,0.205,65.84,0.998,Conservative
42,151669,9777.44,291741,76567,0,10,9,0.226,29.84,0.505,Aggressive
20,209060,8234.13,201817,5508,4,39,2,0.527,24.51,0.026,Balanced
32,114655,6582.14,483609,61155,2,10,10,0.311,73.47,0.533,Aggressive
46,35025,1412.39,495600,73658,3,18,5,0.516,350.9,2.103,Balanced
70,27145,2021.25,412902,24509,1,6,7,0.106,204.28,0.903,Conservative
60,121206,8824.48,314000,25497,0,8,6,0.126,35.58,0.21,Balanced
49,206869,11374.27,492891,145490,2,20,1,0.34,43.33,0.703,Conservative
43,61723,3777.43,347388,59383,3,16,10,0.266,91.96,0.962,Balanced
33,93230,6143.75,244468,130053,2,2,3,0.209,39.79,1.395,Conservative
42,155902,9699.04,88515,43159,4,11,5,0.253,9.13,0.277,Balanced
71,175002,10717.5,260441,46814,0,24,3,0.265,24.3,0.268,Conservative
45,174824,12779.7,224586,106246,4,19,3,0.123,17.57,0.608,Conservative
26,128138,7240.34,406638,7945,4,4,5,0.322,56.16,0.062,Balanced
73,227097,13246.69,224187,117926,1,3,8,0.3,16.92,0.519,Balanced
73,249300,16975.21,162338,132565,4,15,10,0.183,9.56,0.532,Balanced
18,232376,13912.35,151359,116265,3,4,8,0.282,10.88,0.5,Balanced
46,82040,5148.78,416253,11187,0,17,8,0.247,80.84,0.136,Aggressive
74,128668,5133.78,338563,16696,1,9,6,0.521,65.95,0.13,Balanced
39,218768,10103.38,366498,39454,2,25,9,0.446,36.27,0.18,Aggressive
33,215720,7748.23,53534,118763,4,1,5,0.569,6.91,0.551,Balanced
58,75030,3927.64,97931,143452,2,2,10,0.372,24.93,1.912,Balanced
68,76815,3844.91,439258,21602,1,33,7,0.399,114.24,0.281,Balanced
61,236741,17724.79,396923,17619,2,22,1,0.102,22.39,0.074,Conservative
68,132789,7592.93,290878,73298,3,12,4,0.314,38.31,0.552,Balanced
71,186762,12179.13,31068,142297,1,27,1,0.217,2.55,0.762,Conservative
58,239478,10650.95,69133,131027,0,11,10,0.466,6.49,0.547,Aggressive
24,241104,16221.27,380410,45628,0,14,2,0.193,23.45,0.189,Balanced
31,77923,4469.51,478274,35171,0,14,6,0.312,107.01,0.451,Aggressive
46,187644,11467.33,110082,38789,0,22,1,0.267,9.6,0.207,Balanced
36,205102,8749.94,317347,56572,1,9,9,0.488,36.27,0.276,Aggressive
36,87904,4774.29,118134,78019,1,15,6,0.348,24.74,0.888,Balanced
19,180275,10496.82,446339,90373,1,33,8,0.301,42.52,0.501,Aggressive
58,97088,5453.13,185026,67905,4,19,10,0.326,33.93,0.699,Balanced
62,25608,1821.06,362572,133539,1,31,10,0.147,199.1,5.215,Balanced
32,65667,4618.85,213076,32241,1,18,8,0.156,46.13,0.491,Aggressive
20,75547,5565.56,470401,119115,1,12,2,0.116,84.52,1.577,Conservative
28,173557,10371.27,192203,79143,0,37,2,0.283,18.53,0.456,Balanced
70,160934,11862.88,337897,34822,3,1,3,0.115,28.48,0.216,Conservative
63,148391,9989.97,116670,147989,0,34,8,0.192,11.68,0.997,Balanced
47,95948,3989.5,17142,17907,3,7,8,0.501,4.3,0.187,Balanced
74,237962,11602.42,79676,39512,3,2,5,0.415,6.87,0.166,Conservative
57,91880,3683.74,82873,85656,3,22,2,0.519,22.5,0.932,Conservative
35,77560,2277.09,271634,5357,0,4,4,0.648,119.29,0.069,Balanced
68,135063,5103.43,447338,126292,4,20,4,0.547,87.65,0.935,Balanced
65,234601,6886.19,183235,141050,2,3,7,0.648,26.61,0.601,Conservative
19,114218,7099.71,4670,13616,4,9,4,0.254,0.66,0.119,Conservative
49,134462,6544.31,156389,74759,0,18,10,0.416,23.9,0.556,Aggressive
25,179487,7806.43,398852,98273,3,16,6,0.478,51.09,0.548,Aggressive
39,215595,13815.08,133284,116694,2,9,2,0.231,9.65,0.541,Conservative
23,170395,11471.39,253686,9422,4,19,2,0.192,22.11,0.055,Balanced
29,204286,15090.18,488046,139674,1,6,5,0.114,32.34,0.684,Balanced
64,37997,2226.33,494022,10497,4,15,1,0.297,221.9,0.276,Conservative
74,141266,7108.52,336331,121482,0,6,2,0.396,47.31,0.86,Conservative
57,208075,8980.09,498274,47229,2,5,3,0.482,55.49,0.227,Balanced
53,23679,931.92,184051,68628,1,29,9,0.528,197.5,2.898,Aggressive
32,246097,9579.52,404189,68127,2,27,9,0.533,42.19,0.277,Aggressive
45,60308,2890.03,212411,100806,2,26,7,0.425,73.5,1.672,Balanced
69,226096,16872.08,386020,19476,4,28,5,0.105,22.88,0.086,Balanced
74,190914,5575.8,254295,72597,3,32,2,0.65,45.61,0.38,Conservative
66,216480,8270.68,347675,81697,4,25,2,0.542,42.04,0.377,Conservative
62,220604,8339.13,22125,67209,1,7,8,0.546,2.65,0.305,Balanced
35,205010,12717.72,145333,91200,0,30,3,0.256,11.43,0.445,Balanced
19,25695,1164.55,337098,63575,4,31,7,0.456,289.47,2.474,Balanced
30,246812,12371.32,493851,7308,3,12,6,0.399,39.92,0.03,Aggressive
62,78499,2824.28,264465,109941,3,9,6,0.568,93.64,1.401,Conservative
71,43382,2070.58,100620,33267,4,34,3,0.427,48.6,0.767,Conservative
32,34235,1160.45,180218,98629,1,3,6,0.593,155.3,2.881,Balanced
37,213295,11432.15,246351,29224,3,37,4,0.357,21.55,0.137,Aggressive
46,153438,5164.03,36700,120721,3,28,1,0.596,7.11,0.787,Conservative
59,178539,11676.15,346533,66423,1,22,8,0.215,29.68,0.372,Aggressive
46,210388,11599.93,179822,107491,1,26,9,0.338,15.5,0.511,Aggressive
20,132468,8259.18,346948,76768,1,19,3,0.252,42.01,0.58,Balanced
36,26764,1294.0,299091,33696,1,21,1,0.42,231.14,1.259,Balanced
20,241968,11288.21,160756,60312,4,37,1,0.44,14.24,0.249,Balanced
71,133831,4505.81,443470,69939,4,10,1,0.596,98.42,0.523,Conservative
31,81836,4351.77,410527,14992,2,16,9,0.362,94.34,0.183,Aggressive
57,51923,2738.84,158167,139062,2,24,10,0.367,57.75,2.678,Aggressive
72,115711,5857.45,92068,44215,2,25,5,0.393,15.72,0.382,Balanced
21,36292,2290.28,369146,82544,3,26,3,0.243,161.18,2.274,Conservative
69,144913,9756.0,105067,4344,1,1,10,0.192,10.77,0.03,Balanced
28,152686,9707.45,280401,51523,4,4,9,0.237,28.89,0.337,Balanced
48,40939,1464.0,107636,136188,4,37,10,0.571,73.52,3.327,Balanced
60,38800,2237.9,405670,59660,1,14,9,0.308,181.27,1.538,Balanced
49,76440,2510.91,226901,107773,2,24,6,0.606,90.37,1.41,Balanced
44,174318,10634.01,192921,41646,3,27,5,0.268,18.14,0.239,Balanced
47,147521,6884.45,169502,4610,4,27,1,0.44,24.62,0.031,Balanced
60,203877,7184.53,92842,60519,0,24,6,0.577,12.92,0.297,Balanced
19,141327,9705.96,89260,37265,3,1,5,0.176,9.2,0.264,Balanced
66,69648,3991.44,488488,134924,3,39,9,0.312,122.38,1.937,Balanced
26,135192,6141.08,135383,97222,2,13,7,0.455,22.05,0.719,Balanced
45,207923,6357.24,161940,19788,1,20,3,0.633,25.47,0.095,Balanced
